Submit_ID,Brand_Reg,Model_No,Family Name,SoldIn,Country,screensize,Screen_Area,Screen_Tech,Pasv_stnd_power,Act_stnd_power,Act_stnd_time,Avg_mode_power,Star,SRI,Labelled energy consumption (kWh/year),SubmitStatus,ExpDate,GrandDate,Product Class,Availability Status,Star2,Product Website,Representative Brand URL,Star Rating Index,Star Image Large,Star Image Small,Power supply,Tuner Type,What test standard was used,Registration Number,Regulatory Standard
56509,THOMSON,32D6,,"Australia,New Zealand",China,80.103,2743.14,LCD,0.7,0.0,0.0,130.0,2.0,2.21640719508094,479.0,Approved,,,Single product class,Unavailable,1.0,,http://www.ifisource.com,0.216407195080943,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,-,Analogue,AS/NZS 62087.1:2010,ZTV0001,AS/NZS 62087.2.2:2010 (Legacy)
62312,Thomson,CTF2291,,New Zealand,China,55.073,1296.0,LCD,0.39,0.0,0.0,25.0,7.0,7.07053423979254,94.0,Approved,2112-02-15,,Single product class,Unavailable,5.0,,,5.07053423979254,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0042,AS/NZS 62087.2.2:2010 (Legacy)
62620,TEAC,LEDV1605DT,,New Zealand,China,39.486,666.027,LCD,0.5,0.0,0.0,20.0,6.0,6.32358364125942,76.0,Superseded,2111-12-06,2022-03-07,Single product class,Unavailable,4.0,,http://www.teac.co.nz,4.32358364125942,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0033,AS/NZS 62087.2.2:2010 (Legacy)
63388,Panasonic,TH-P42ST50Z,,New Zealand,Thailand,106.561,4849.38,Plasma,0.4,13.0,0.3,100.0,5.5,5.52461983706064,369.0,Superseded,,2013-05-21,Single product class,Unavailable,3.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.52461983706064,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0034,AS/NZS 62087.2.2:2010 (Legacy)
63389,Panasonic,TH-P50ST50Z,,New Zealand,Thailand,126.803,6873.1,Plasma,0.4,13.0,0.3,137.0,5.5,5.52075085235946,504.0,Superseded,,2013-05-21,Single product class,Unavailable,3.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.52075085235946,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0035,AS/NZS 62087.2.2:2010 (Legacy)
63470,Panasonic,TH-L32X50Z,,New Zealand,Malaysia,80.103,2743.14,LCD (LED),0.3,7.52,0.15,29.54,8.0,8.80956313865946,110.0,Superseded,,2013-05-21,Single product class,Unavailable,6.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,6.80956313865946,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0036,AS/NZS 62087.2.2:2010 (Legacy)
63695,Panasonic,TH-L32E5Z,,New Zealand,Malaysia,80.103,2743.14,LCD (LED),0.25,8.3,0.15,39.0,7.0,7.57155569904869,145.0,Superseded,2112-02-14,2013-05-21,Single product class,Unavailable,5.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,5.57155569904869,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0037,AS/NZS 62087.2.2:2010 (Legacy)
63696,Panasonic,TH-L42E5Z,,New Zealand,Malaysia,106.697,4863.9,LCD (LED),0.15,13.7,0.15,56.0,8.0,8.14864174230585,206.0,Superseded,2112-02-14,2013-05-21,Single product class,Unavailable,6.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,6.14864174230585,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0040,AS/NZS 62087.2.2:2010 (Legacy)
63697,Panasonic,TH-L47E5Z,,New Zealand,Malaysia,119.265,6076.462,LCD (LED),0.15,13.2,0.15,70.0,8.0,8.04089011632996,257.0,Superseded,2112-02-14,2013-05-21,Single product class,Unavailable,6.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,6.04089011632996,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0039,AS/NZS 62087.2.2:2010 (Legacy)
63698,Panasonic,TH-P42UT50Z,,New Zealand,Thailand,106.561,4849.38,Plasma,0.4,14.0,0.3,112.0,5.0,5.01978360828753,413.0,Superseded,2112-02-14,2013-05-21,Single product class,Unavailable,3.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.01978360828753,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0038,AS/NZS 62087.2.2:2010 (Legacy)
63703,Panasonic,TH-P50UT50Z,,New Zealand,Thailand,126.803,6873.1,Plasma,0.4,14.0,0.3,137.0,5.5,5.52075085235946,504.0,Superseded,2112-02-14,2013-05-21,Single product class,Unavailable,3.5,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,3.52075085235946,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0041,AS/NZS 62087.2.2:2010 (Legacy)
63742,Panasonic,TH-P42X50Z,,New Zealand,Thailand,106.561,4849.38,Plasma,0.4,13.0,0.3,89.0,6.0,6.03881302166937,329.0,Superseded,2112-02-16,2013-05-21,Single product class,Unavailable,4.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,4.03881302166937,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0043,AS/NZS 62087.2.2:2010 (Legacy)
63746,Panasonic,TH-P50X50Z,,New Zealand,Thailand,126.803,6873.1,Plasma,0.4,13.0,0.3,122.0,6.0,6.03859409563743,449.0,Superseded,2112-02-16,2013-05-21,Single product class,Unavailable,4.0,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,4.03859409563743,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0044,AS/NZS 62087.2.2:2010 (Legacy)
67812,Visione,VISLED1960HD,,New Zealand,China,80.039,2736.7112736,LCD (LED),0.58,0.57,0.0,26.57,9.0,9.228312963589,100.0,Superseded,,2013-05-21,Single product class,Unavailable,7.0,http://www.capisco.co.nz/,http://www.visione.co.nz/,7.228312963589,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0072,AS/NZS 62087.2.2:2010 (Legacy)
69123,Visione,VISLED3260HD,,New Zealand,China,80.039,2736.7112736,LCD (LED),0.32,0.31,0.0,23.07,9.0,9.90421369585891,86.0,Superseded,2112-11-01,2013-05-21,Single product class,Unavailable,7.0,http://www.capisco.co.nz/,http://www.visione.co.nz/,7.90421369585891,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0075,AS/NZS 62087.2.2:2010 (Legacy)
69344,VEON,VN3228LED-FHD,,New Zealand,China,80.133,2744.0136,LCD (LED),-,-,-,50.0,6.0,6.48091968688077,185.0,Approved,2112-11-16,,Single product class,Unavailable,0.0,http://www.tianledigital.com/,,-,,,Internal,Digital,AS/NZS 62087.1:2010,ZTV0076,AS/NZS 62087.2.2:2011
69399,VEON,VN3928LED,,New Zealand,China,97.971,4101.2817,LCD (LED),-,-,-,70.0,6.0,6.47931358089186,258.0,Approved,2112-11-16,,Single product class,Unavailable,0.0,http://www.tianledigital.com/,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0077,AS/NZS 62087.2.2:2011
69400,VEON,VN4628LED-FHD,,New Zealand,China,116.812,5830.6587,LCD (LED),-,-,-,90.0,6.0,6.74132481622491,331.0,Approved,2112-11-16,,Single product class,Unavailable,0.0,http://www.tianledigital.com/,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0078,AS/NZS 62087.2.2:2011
69507,VEON,VN3059LCD-F8,,New Zealand,China,80.043,2737.0771,LCD,0.45,0.0,0.0,75.52,4.5,4.64675781356529,278.0,Approved,2112-12-06,,Single product class,Unavailable,0.0,,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0084,AS/NZS 62087.2.2:2011
69490,VEON,VN46D1LCD,,New Zealand,China,116.818,5833.14,LCD,-,-,-,155.0,4.0,4.3230466900253,568.0,Approved,2112-11-22,,Single product class,Unavailable,0.0,http://www.tianledigital.com/,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0079,AS/NZS 62087.2.2:2011
69513,TRANSONIC,TC46D6LCD,,New Zealand,China,116.818,5833.14,LCD,-,-,-,155.0,4.0,4.3230466900253,568.0,Approved,2112-11-23,,Single product class,Unavailable,0.0,http://www.tianledigital.com/,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0080,AS/NZS 62087.2.2:2011
69541,VEON,VN1980LED/DVD-C,,New Zealand,China,47.013,944.1792,LCD (LED),0.44,6.37,0.0,19.08,7.0,7.15414659207098,76.0,Superseded,2112-12-04,2013-05-21,Single product class,Unavailable,5.0,,,5.15414659207098,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0082,AS/NZS 62087.2.2:2010 (Legacy)
69594,TRANSONIC,TC2430LED/DVD-C,,New Zealand,China,59.809,1528.497216,LCD (LED),0.32,6.35,0.0,24.41,7.0,7.56430735398155,94.0,Superseded,2112-12-06,2013-05-21,Single product class,Unavailable,5.5,,,5.56430735398155,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0083,AS/NZS 62087.2.2:2010 (Legacy)
69595,VEON,VN2280LED-FHD-C,,New Zealand,China,54.687,1277.919504,LCD (LED),0.37,6.132,0.0,22.86,7.0,7.27470223434371,89.0,Superseded,2112-12-04,2013-05-21,Single product class,Unavailable,5.0,,,5.27470223434371,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0081,AS/NZS 62087.2.2:2010 (Legacy)
69835,KONKA,KDL32MS611A,KDL32MS611A,New Zealand,China,80.623,2800.0,LCD (LED),0.24,0.0,0.0,48.2,6.0,6.31726584060424,195.0,Superseded,2113-01-14,2013-05-21,Single product class,Unavailable,4.0,,,4.31726584060424,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0087,AS/NZS 62087.2.2:2010 (Legacy)
69835,KONKA,KDL32MS65A,KDL32MS611A,New Zealand,China,80.623,2800.0,LCD (LED),0.24,0.0,0.0,48.2,6.0,6.31726584060424,195.0,Superseded,2113-01-14,2013-05-21,Single product class,Unavailable,4.0,,,4.31726584060424,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0087,AS/NZS 62087.2.2:2010 (Legacy)
69836,KONKA,KDL39MS615A,,New Zealand,China,98.489,4128.0,LCD (LED),0.36,0.0,0.0,69.4,6.0,6.10557172102857,282.0,Superseded,2113-01-14,2013-05-21,Single product class,Unavailable,4.0,,,4.10557172102857,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0088,AS/NZS 62087.2.2:2010 (Legacy)
70245,KONKA,KDL42MS611A,,New Zealand,China,106.729,4867.7366,LCD (LED),0.38,0.0,0.0,62.2,7.0,7.24848754614673,252.0,Superseded,2113-01-25,2013-05-21,Single product class,Unavailable,5.0,,,5.24848754614673,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0090,AS/NZS 62087.2.2:2010 (Legacy)
70682,VEON,VN37A3LED,,New Zealand,China,93.934,3767.4,LCD (LED),-,-,-,48.5,7.0,7.79459900216512,179.0,Approved,2113-02-21,,Single product class,Unavailable,0.0,,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0105,AS/NZS 62087.2.2:2011
70964,Visione,VISLED1965HD,,New Zealand,China,80.039,2736.7112736,LCD (LED),0.58,0.57,0.0,26.57,9.0,9.228312963589,100.0,Superseded,2113-03-27,2013-05-21,Single product class,Unavailable,7.0,http://www.capisco.co.nz/,http://www.visione.co.nz/,7.228312963589,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0116,AS/NZS 62087.2.2:2010 (Legacy)
71568,VEON,VN3257LCD,,New Zealand,China,80.028,2734.984,LCD (LED),0.32,-,-,86.8,4.0,4.01349261943191,320.0,Approved,2113-04-09,,Single product class,Unavailable,0.0,,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0117,AS/NZS 62087.2.2:2011
72072,VEON,VN24H1LCDHD,,New Zealand,China,60.996,1589.2513,LCD,0.4,0.0,0.0,45.78,5.0,5.0295879112512,170.0,Approved,2113-05-07,,Single product class,Unavailable,0.0,,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0123,AS/NZS 62087.2.2:2011
72074,VEON,VN3257LCD,,New Zealand,China,80.028,2734.984,LCD,-,-,-,86.8,4.0,4.01349261943191,320.0,Approved,2113-05-07,,Single product class,Unavailable,0.0,,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0122,AS/NZS 62087.2.2:2011
73333,VEON,VN1912LED,,New Zealand,China,47.013,944.1792,LCD,0.4,0.0,0.0,24.2,6.0,6.34692556699694,91.0,Approved,2113-07-26,,Single product class,Unavailable,0.0,,,-,,,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0136,AS/NZS 62087.2.2:2011
73334,VEON,VN2212LED,,New Zealand,China,54.683,1277.7646,LCD,0.54,0.0,0.0,31.7,5.5,5.97255641220331,119.0,Approved,2113-07-26,,Single product class,Unavailable,0.0,http://www.expressluck.com/,,-,,,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0137,AS/NZS 62087.2.2:2011
73335,VEON,VN2412LED,,New Zealand,China,59.81,1528.4516,LCD,0.4,0.0,0.0,32.1,6.0,6.46986644953771,120.0,Approved,2113-07-26,,Single product class,Unavailable,0.0,http://www.expressluck.com/,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0138,AS/NZS 62087.2.2:2011
73344,VEON,VN1912LEDDVD,,New Zealand,China,47.013,944.1792,LCD,0.4,0.0,0.0,28.1,5.5,5.70563056744227,105.0,Approved,2113-07-26,,Single product class,Unavailable,0.0,http://www.expressluck.com/,,-,,,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0139,AS/NZS 62087.2.2:2011
73374,VEON,VN3238LED,,New Zealand,China,80.131,2743.6644,LCD (LED),-,-,-,51.0,6.0,6.38460236861986,189.0,Approved,2113-07-17,,Single product class,Unavailable,0.0,http://www.tianledigital.com/,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0129,AS/NZS 62087.2.2:2011
73375,VEON,VN3938LED,,New Zealand,China,97.974,4101.633936,LCD (LED),-,-,-,69.0,6.0,6.54966595285274,254.0,Approved,2113-07-17,,Single product class,Unavailable,0.0,http://www.tianledigital.com/,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0130,AS/NZS 62087.2.2:2011
73376,VEON,VN4638LED,,New Zealand,China,116.812,5830.6587,LCD (LED),-,-,-,90.0,6.0,6.74132481622491,331.0,Approved,2114-07-15,,Single product class,Unavailable,0.0,http://www.tianledigital.com/,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0196,AS/NZS 62087.2.2:2011
74696,Bluesen,BL32X19NZ,32618,New Zealand,China,80.06,2737.8617,LCD (LED),0.31,0.0,0.0,33.6,7.0,7.78642137862378,138.0,Approved,2113-08-29,,Single product class,Unavailable,5.5,,,5.78642137862378,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png,EPS,Digital,AS/NZS 62087.1:2010,ZTV0142,AS/NZS 62087.2.2:2010 (Legacy)
74696,Bluesen,32618,32618,New Zealand,China,80.06,2737.8617,LCD (LED),0.31,0.0,0.0,33.6,7.0,7.78642137862378,138.0,Approved,2113-08-29,,Single product class,Unavailable,5.5,,,5.78642137862378,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png,EPS,Digital,AS/NZS 62087.1:2010,ZTV0142,AS/NZS 62087.2.2:2010 (Legacy)
74699,Bluesen,BL39X19NZ,39618,New Zealand,China,97.903,4094.6132,LCD (LED),0.27,0.0,0.0,51.25,7.0,7.43847927748526,208.0,Approved,2113-08-29,,Single product class,Unavailable,5.0,,,5.43847927748526,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0143,AS/NZS 62087.2.2:2010 (Legacy)
74699,Bluesen,39618,39618,New Zealand,China,97.903,4094.6132,LCD (LED),0.27,0.0,0.0,51.25,7.0,7.43847927748526,208.0,Approved,2113-08-29,,Single product class,Unavailable,5.0,,,5.43847927748526,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0143,AS/NZS 62087.2.2:2010 (Legacy)
74700,Bluesen,BL48X19NZ,48618,New Zealand,China,120.94,6249.7589,LCD (LED),0.33,0.0,0.0,101.56,6.0,6.06086765671979,410.0,Approved,2113-08-29,,Single product class,Unavailable,4.0,,,4.06086765671979,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0144,AS/NZS 62087.2.2:2010 (Legacy)
74700,Bluesen,48618,48618,New Zealand,China,120.94,6249.7589,LCD (LED),0.33,0.0,0.0,101.56,6.0,6.06086765671979,410.0,Approved,2113-08-29,,Single product class,Unavailable,4.0,,,4.06086765671979,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0144,AS/NZS 62087.2.2:2010 (Legacy)
75612,VEON,VN4611LCD,,New Zealand,China,116.818,5833.14,LCD,-,-,-,145.1,4.5,4.61648080001357,532.0,Approved,2113-11-11,,Single product class,Unavailable,0.0,http://www.tianledigital.com/,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0157,AS/NZS 62087.2.2:2011
75618,VEON,VN5812LED,,New Zealand,China,146.068,9162.865152,LCD (LED),-,-,-,136.0,6.0,6.74930702449498,499.0,Approved,2113-09-26,,Single product class,Unavailable,0.0,http://www.tianledigital.com/,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0154,AS/NZS 62087.2.2:2011
76897,VEON,VN4212LED,,New Zealand,China,106.729,4867.7366,LCD (LED),0.42,0.0,0.0,76.21,6.0,6.76034625243332,281.0,Approved,2113-11-13,,Single product class,Unavailable,0.0,http://www.expressluck.com/,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0158,AS/NZS 62087.2.2:2011
76906,VEON,VN3216LEDDVD,,New Zealand,China,80.043,2737.0771,LCD (LED),0.32,0.0,0.0,36.14,7.0,7.91721447449795,134.0,Approved,2113-11-13,,Single product class,Unavailable,0.0,http://www.expressluck.com/,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0159,AS/NZS 62087.2.2:2011
76907,VEON,VN50D3LED,,New Zealand,China,125.727,6754.5112,LCD,0.51,0.0,0.0,119.5,6.0,6.06880047673026,439.0,Approved,2113-11-13,,Single product class,Unavailable,0.0,http://www.expressluck.com/,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0160,AS/NZS 62087.2.2:2011
76910,VEON,VN32D3LED,,New Zealand,China,80.043,2737.0771,LCD (LED),0.33,0.0,0.0,36.31,7.0,7.88389521232914,135.0,Approved,2113-11-14,,Single product class,Unavailable,0.0,http://www.expressluck.com/,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0161,AS/NZS 62087.2.2:2011
76912,VEON,VN1630LED,,New Zealand,China,39.486,666.027,LCD (LED),0.42,0.0,0.0,15.09,7.0,7.53486816258226,58.0,Approved,2114-07-15,,Single product class,Unavailable,0.0,http://www.expressluck.com/,,-,,,EPS,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0195,AS/NZS 62087.2.2:2011
76920,VEON,VN2412LEDDVD,,New Zealand,China,59.81,1528.4516,LCD,0.48,0.0,0.0,35.3,6.0,6.04274149233867,132.0,Approved,2113-11-14,,Single product class,Unavailable,0.0,http://www.expressluck.com/,,-,,,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0162,AS/NZS 62087.2.2:2011
77287,UNIDEN,TL16-DV,,"Australia,New Zealand",China,39.491,666.222742,LCD (LED),-,-,-,13.3,8.0,8.11189877682157,51.0,Approved,2113-11-25,,Single product class,Unavailable,0.0,http://www.uniden.com.au/,http://www.uniden.com.au,-,,,EPS,Digital,AS/NZS 62087.1:2010,ZTV0163,AS/NZS 62087.2.2:2011
77289,UNIDEN,TL19-DV,,"Australia,New Zealand",China,47.013,944.1792,LCD (LED),-,-,-,20.2,7.0,7.15414659207098,76.0,Approved,2113-11-25,,Single product class,Unavailable,0.0,http://www.uniden.com.au/,http://www.uniden.com.au,-,,,EPS,Digital,AS/NZS 62087.1:2010,ZTV0164,AS/NZS 62087.2.2:2011
77290,UNIDEN,TL22-DV,,"Australia,New Zealand",China,54.687,1277.919504,LCD (LED),-,-,-,24.0,7.0,7.22462998026189,90.0,Approved,2113-11-25,,Single product class,Unavailable,0.0,http://www.uniden.com.au/,http://www.uniden.com.au,-,,,EPS,Digital,AS/NZS 62087.1:2010,ZTV0165,AS/NZS 62087.2.2:2011
77638,VEON,VN39D3LED,,New Zealand,China,97.971,4101.2817,LCD (LED),0.35,0.0,0.0,74.14,6.0,6.25901039189734,271.0,Approved,2114-07-31,,Single product class,Unavailable,3.0,http://www.expressluck.com/,,3.257,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0197,AS/NZS 62087.2.2:2011
82112,VEON,VN4219LED,,New Zealand,China,106.731,4867.573824,LCD (LED),0.3,0.0,0.0,59.12,7.0,7.77619179283941,224.0,Approved,2114-07-03,,Single product class,Unavailable,4.5,http://www.expressluck.com/,,4.775,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0193,AS/NZS 62087.2.2:2011
82113,VEON,VN4018LED,,New Zealand,China,100.332,4261.93415424,LCD (LED),0.34,0.0,0.0,59.36,7.0,7.24013276563367,225.0,Approved,2114-07-03,,Single product class,Unavailable,4.0,http://www.expressluck.com/,,4.239,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ZTV0194,AS/NZS 62087.2.2:2011
86195,Samsung,UA32FH4003W,,"Fiji,New Zealand",Malaysia,80.103,2743.14,LCD (LED),0.21,0.0,0.0,24.36,9.0,9.70885283034132,90.0,Approved,2114-12-12,,Single product class,Unavailable,6.0,,,6.70735204082141,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Digital,AS/NZS 62087.1:2010,ZTV0209,AS/NZS 62087.2.2:2011
